,Tweet_text,date,username,retweets,hashtags,uni_handle,compound,Sentiment
110,@HRDMinistry BITS Pilani has declared the dates of BITSATas 6-10 Aug &amp; JEE Adv is 23 Aug Sir now students have to travel twice within forthnight to take BITSAT &amp; JEE Adv Exam Pl direct the authorities to have boths exams on nearby dates as it used to be in all preceding yrs,2020-06-08 11:36:55+00:00,Aakash_tayal,1,,0.0,0.0,Neutral
111,Apply for HCL TechBee early career program to gain financial independence right after completing class XII and assured higher education with reputed institutes like BITS Pilani &amp; SASTRA University. Log on-to http://www.hcltechbee.com to know more. #HCL #HCLTSS #HCLTechBee,2020-06-08 10:55:35+00:00,Utkarsh28091,0,#HCL #HCLTSS #HCLTechBee,0.0,0.8126,Positive
112,"A new Higher Degree (HD) M.Pharm. programme with specialization in Pharmacology is being offered, starting AY 2020 - 21 by the Department of Pharmacy in Pilani campus. https://www.bitsadmission.com/hd Deadline : 15th June 2020 (17:00 hrs.) #BITSPilani #PharmacologyAdmission",2020-06-08 10:50:06+00:00,bitspilaniindia,1,#BITSPilani #PharmacologyAdmission,1.0,0.0,Neutral
113,Apply for HCL TechBee early career program to gain financial independence right after completing class XII and assured higher education with reputed institutes like BITS Pilani &amp; SASTRA University. Log on-to http://www.hcltechbee.com to know more.,2020-06-08 10:34:53+00:00,SuyashDGandhi,0,,0.0,0.8126,Positive
114,Apply for HCL TechBee program to gain financial independence right after completing class XII and assured higher education with reputed institutes like BITS Pilani &amp; SASTRA University. Log onto http://www.hcltechbee.com to know more #HCLTechnologies #Students #innovation,2020-06-08 10:22:09+00:00,saura22296,0,#HCLTechnologies #Students #innovation,0.0,0.8824,Positive
115,Apply for HCL TechBee early career program to gain financial independence right after completing class XII and assured higher education with reputed institutes like BITS Pilani &amp; SASTRA University. Log on-to http://www.hcltechbee.com to know more. #HCL #HCLTSS #HCLTechBee,2020-06-08 10:16:29+00:00,yatikasavaria1,0,#HCL #HCLTSS #HCLTechBee,0.0,0.8126,Positive
116,"BITS pilani.hmmm The reason is brand value of these colleges. Government spend crores on them atleast 10 times than private. Go to a state government college, you would understand.",2020-06-08 08:29:29+00:00,lib_nationalist,0,,0.0,0.34,Positive
117,BITS Pilani has announced all the important dates regarding BITSAT 2020. Check All Important Dates Here : https://educationasia.in/notice-details/bitsat-2020-new-schedule-released-check-all-important-dates #BITSAT #BITS #Institute #examdates #careeradvice #studyplus #Pilani #EducationForAll #entrance,2020-06-08 05:16:43+00:00,educationasia_i,0,#BITSAT #BITS #Institute #examdates #careeradvice #studyplus #Pilani #EducationForAll #entrance,0.0,0.3818,Positive
118,There is a factual error in the document. BITS Pilani used Vidya vihar Nagar Palika Fire Engine Brigade for sanitizing but has written that they used Pilani Nagar Palika Fire Engine Brigade. Looks like people who prepared the document do not know it!!,2020-06-08 04:56:22+00:00,deannattu,0,,0.0,-0.1615,Negative
119,Birla Institute of Technology and science (Bits) -Pilani #rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,2020-06-08 04:07:22+00:00,e_rajasthan,1,#rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,0.0,0.0,Neutral
120,https://youtu.be/DxWAjWS34XY Recalling some memories from such a nice program by @Wipro @WiproCareers &amp; @bitspilaniindia It was such a wonderful opportunity and a great experience https://dev.to/dineshrathee12/sims-batch-2012-memories-5-years-of-journey-together-batch-mates-friends-like-a-family-in-one-348j #Wipro #WiproStudentProgram #SIMS #SIMS2012 #BITS #BitsPilani #Batch2012,2020-06-07 18:19:49+00:00,dinesh_rathee12,0,#Wipro #WiproStudentProgram #SIMS #SIMS2012 #BITS #BitsPilani #Batch2012,0.0,0.9246,Positive
121,Is BITS PILANI your dream college?? Check https://stepupstudent.com/bits-pilani-2020/ And plan your success!! #bits #pilani #bitspilani #sundayvibes,2020-06-07 15:56:41+00:00,samarthsehgal79,0,#bits #pilani #bitspilani #sundayvibes,0.0,0.768,Positive
122,Sunday afternoon well spent talking to some amazing young startup entrepreneurs as part of Conquest. Some cool innovations and great potential. First time all remote. Thanks Conquest BITS Pilani for inviting me. Enjoyed the interactions. #MakeInIndia #prodmgmt #startups,2020-06-07 14:46:04+00:00,muthurangnathan,0,#MakeInIndia #prodmgmt #startups,0.0,0.9628,Positive
123,Strategic Response to COVID 19 The link to the booklet can be accessed at: https://online.fliphtml5.com/hfdbv/ifbd/ PDF:- https://www.bits-pilani.ac.in/Uploads/BITSPilani-Covid19/BITS-Strategic-Response-to-COVID19.pdf #BITSPilani ,2020-06-07 14:05:29+00:00,bitspilaniindia,0,#BITSPilani,1.0,0.0,Neutral
124,"PremasLifeSc: Tread the #learningjourney with us! In our ongoing initiative #plsconnect- Leaders Igniting Youngs Minds"", our team shares their expertise to enlighten budding #biotechnologists Excited to #collaborate with BITS-Pilani for a supercharged … ",2020-06-07 11:58:07+00:00,onkar321,0,#learningjourney #plsconnect #biotechnologists #collaborate,0.0,0.8016,Positive
125,"Tread the #learningjourney with us! In our ongoing initiative #plsconnect- Leaders Igniting Youngs Minds"", our team shares their expertise to enlighten budding #biotechnologists Excited to #collaborate with BITS-Pilani for a supercharged 2 days #webinar series.",2020-06-07 11:56:20+00:00,PremasLifeSc,2,#learningjourney #plsconnect #biotechnologists #collaborate #webinar,0.0,0.8016,Positive
126,The truth is Tezpur University has better ranking than BITS Pilani according to the Times Higher Education 2020. And I am not answerable to why it doesn't justify your biasing towards BITS Pilani.,2020-06-07 08:27:47+00:00,Ishratvasid,0,,0.0,0.6369,Positive
127,"not as bad as ‘BITS pilani’, that’s how they are called even in other cities if I’m not mistaken",2020-06-07 06:00:31+00:00,sushraju,0,,0.0,0.6072,Positive
128,#BITSAT2020: BITS Pilani announces detailed scheduled for admission test; hall tickets to be available from 23rd June at http://bitsadmission.com #StudentLivesMatter,2020-06-07 05:08:51+00:00,i2ioffice,0,#BITSAT2020 #StudentLivesMatter,0.0,0.0,Neutral
129,"BITSAT 2020 Birla Institute of Technology and Science (BITS), Pilani, has released the schedule for the Birla Institute of Technology and Science Admission Test 2020, or BITSAT 2020 on its official website. ",2020-06-07 05:06:30+00:00,teachersbadi,0,,0.0,0.0,Neutral
130,"I felt same when I read this on the LinkedIn page of a Bitsian - ""For the non-Indians on this page: BITS Pilani is the Alma mater of founders of Hotmail, SanDisk, Akamai, BlueJeans, Postman etc."" They are using Postman to identify BITS along with other great companies. Amazing!",2020-06-07 02:46:11+00:00,sachinagl90,0,,0.0,0.8478,Positive
131,"BITS Pilani ka compre is so important, it should be a valid document in the NRC. #BITSPilanikaMagic",2020-06-06 21:24:01+00:00,goanpunjabi,0,#BITSPilanikaMagic,0.0,0.3327,Positive
132,BITSAT 2020: BITS Pilani announces detailed scheduled for admission test; hall tickets to be https://is.gd/8AoCFx #livenewsindia,2020-06-06 16:49:20+00:00,walaa_news,0,#livenewsindia,0.0,0.0,Neutral
133,"Join this free webinar on Blockchain for students, faculties & professionals! Get a chance to explore & indulge in live projects & internships! @NirmaUniTweets @symbiosistweets @OfficialNMCCE @SRMUNIVERSITY1 @VelloreVit @BITS_Pilani @CollegeAmity Register: https://forms.gle/vydH7L8wMQYCdcrU8",2020-06-06 16:04:46+00:00,Corum8Official,0,,0.0,0.7955,Positive
134,Nice picturaization! When I was a trainee at ETA Tendering & Estimation Department. My TL was a Genius Ameera from Bits Pilani. Today where I Am is! she is one of the reason. Thanks Mrs. Ameera! Like her name she is a leader!,2020-06-06 15:54:10+00:00,Nomad_Meeran,0,,0.0,0.8741,Positive
135,@bkhadria @ambalika85 @nehasri55 @anirudhaschauha @mithiiaf @prof_uttam Way to go BITS Pilani. Proud to be a BITS alumnus... ,2020-06-06 13:33:51+00:00,amlany2k,1,,0.0,0.4767,Positive
136,#BITSPilani has announced the detailed schedule for Birla Institute of Technology and Science Admission Test (#BITSAT) 2020 on its website https://bit.ly/2Y4OeZq https://bit.ly/2A7REm6,2020-06-06 12:12:27+00:00,firstpost,0,#BITSPilani #BITSAT,0.0,0.0,Neutral
137,BITSAT 2020: BITS Pilani announces detailed scheduled for admission test; hall tickets to be available... - Firstpost - +GENERAL PHYSICS LABORATORY (GPL) BITSAT 2020: BITS Pilani announces detailed scheduled for admission test; hall tickets ... https://www.genphys.com/science-news/bitsat-2020-bits-pilani-announces-detailed-scheduled-for-admission-test-hall-tickets-to-be-available-firstpost,2020-06-06 12:06:51+00:00,genphys,0,,0.0,0.0,Neutral
138,"BITS Pilani PhD Admission 2020, Application Form, Dates, Eligibility https://ift.tt/3dFRosT BITS Pilani PhD Program Admission 2020 August, Notification, Fees, Selection BITS Pilani PhD Admission 2020 – Birla Institute of Technology Science (BITS) Pilani invites applications …",2020-06-06 11:26:15+00:00,bes_online,0,,0.0,0.0,Neutral
139,Latest Admission Updates 2020! #admissions #admissions2020 #admissionsupdates #NLU #JMI #IPU #alerts #BITSPilani #onlineadmission,2020-06-06 11:10:56+00:00,collegetour0,0,#admissions #admissions2020 #admissionsupdates #NLU #JMI #IPU #alerts #BITSPilani #onlineadmission,0.0,0.0,Neutral
140,"Birla Institute of Technology and Science (BITS), Pilani, has released the schedule for the Birla Institute of Technology and Science Admission Test 2020, or BITSAT 2020 on its official website. https://indsamachar.com/bitsat-2020-exam-schedule-released-admit-card-from-june-23/ #Exam",2020-06-06 11:01:58+00:00,Indsamachar,0,#Exam,0.0,0.0,Neutral
141,Private means bits pilani Jo IITians bhi jate hai Totally theirs choice.,2020-06-06 10:34:49+00:00,vEEr_pAAji,0,,0.0,0.0,Neutral
142,"#MakeAMark Conquest BITS Pilani is proud to bring together mentors and start-ups alike, all in the spirit of entrepreneurship and innovation! Photo 1: HiPER Automotive with mentor Karan Kamdar Photo 2: Jookebox with mentor Shyam Krishnan ",2020-06-06 10:10:34+00:00,ConquestBITS,0,#MakeAMark,0.0,0.7712,Positive
143,"""I am Tam, But Not Brahm: My Dalit Experience At BITS, Pilani"" http://livewire.thewire.in/campus/i-am-tam-but-not-brahm-my-dalit-experience-at-bits-pilani/ via @livewire #Brahmins #Reservation",2020-06-06 09:41:25+00:00,Tense_Present,0,#Brahmins #Reservation,0.0,0.0,Neutral
144,Pre-monsoon weather in BITS Pilani Hyderabad Campus @Rajani_Weather,2020-06-06 06:47:16+00:00,santosheflu,2,,0.0,0.0,Neutral
145,"Please consider our assignment, quizzes and mid term exams in evaluation and promote us to second semester @DrRPNishank @BITSPilani_WILP @ugc_india @HRDMinistry",2020-06-06 06:46:32+00:00,tiwariravi004,0,,0.0,0.5994,Positive
146,Our semester is already delayed by 4 months . still u guys have taken decision of conducting exams in july. please understand this matter . we are already suffering mentally and financially due to this global pandemic situation. @DrRPNishank @BITSPilani_WILP,2020-06-06 06:26:59+00:00,tiwariravi004,1,,0.0,-0.3818,Negative
147,@BITSAA Sketch by Proud to be BITSian 74-79 batchmate Chandra Bhople to honour one of the greatest teachers instution of Eminence in India today BITS Pilani ever had Prof VK Visvanatha Krishnamurthy ,2020-06-06 04:58:16+00:00,deannattu,0,,0.0,0.9001,Positive
148,Sketch by Proud to be BITSian 74-79 batchmate Chandra Bhople to honour one of the greatest teachers instution of Eminence in India today BITS Pilani ever had Prof VK Visvanatha Krishnamurthy ,2020-06-06 04:57:13+00:00,deannattu,0,,0.0,0.9001,Positive
149,The beauty of our campus #BITS Pilani #thenationalbird #peacock,2020-06-06 01:32:49+00:00,kalyaniyeola,0,#BITS #thenationalbird #peacock,0.0,0.5859,Positive
150,"Food, cash and air tickets — how NLSIU, NALSAR, BITS Pilani students sent migrants home ThePrint's Taran Deol @tdeoll reports",2020-06-05 16:30:00+00:00,ThePrintIndia,2,,0.0,0.0,Neutral
151,"It's lovely out here at BITS Pilani Hyderabad Campus, India ",2020-06-05 14:43:15+00:00,santosheflu,0,,0.0,0.5859,Positive
152,Look forward to. Conquest BITS Pilani #productmanagement #productstrategy #productinnovation,2020-06-05 14:39:28+00:00,amitguptaz,0,#productmanagement #productstrategy #productinnovation,0.0,0.0,Neutral
153,Pleasure to be a #mentor at the online mentoring session on 7th June 2020 organised by @ConquestBITS of #BITSPilani . Look Forward. #MakeAMark #startups #entrepreneur,2020-06-05 11:40:15+00:00,anshul_dave,3,#mentor #BITSPilani #MakeAMark #startups #entrepreneur,0.0,0.5719,Positive
154,"Join un on Sunday , June 07, 2020 at 9:00 PM. Platform: Cisco WebEx Register @http://bit.ly/pluginWebinar #BITSPilani #Webinar",2020-06-05 09:52:45+00:00,bitspilaniindia,1,#BITSPilani #Webinar,1.0,0.296,Positive
155,"""Fucking somebody else's wife is the best feeling I've ever experienced"" -BITS Pilani",2020-06-05 09:01:16+00:00,FessionsBrown,0,,0.0,0.6908,Positive
156,", and corporate leaders from IITs, IIMs, The Institute of Chartered Accountants, ISB, BITS Pilani, Stanford, etc have come together and have been silently working tirelessly, day and night, committed to help the entire Indian medical fraternity cope with the Covid crisis This vo",2020-06-05 04:56:00+00:00,CovidIndiaCamp,0,,0.0,-0.0772,Negative
157,"Admission to the PhD programme for first semester, academic year 2020-21 is open More Details : https://www.bitsadmission.com/phd/index.aspx #BITSPilani #PhD #PhDAdmission #AdmissionOpen",2020-06-04 16:48:37+00:00,bitspilaniindia,2,#BITSPilani #PhD #PhDAdmission #AdmissionOpen,1.0,0.0,Neutral
158,BITS Pilani administration is that dementor which feeds on students' compre papers,2020-06-04 16:35:16+00:00,goanpunjabi,0,,0.0,0.0,Neutral
159,HCL TechBee is an early career program offering higher education from reputed institutes like BITS Pilani &amp; SASTRA University while you work at HCL. Visit http://hcltechbee.com to know more. #HCL #HCLTechBee #HCLTechnologies #Students #School #IWillBe #Technologies #12thCBSE,2020-06-04 14:57:28+00:00,SBubbar,0,#HCL #HCLTechBee #HCLTechnologies #Students #School #IWillBe #Technologies #12thCBSE,0.0,0.3612,Positive
160,"BITS Pilani Sports Facilities || Football at BITS Pilani | BOSM, i-BOSM,... https://youtu.be/t5_S3jdBsXc via @YouTube",2020-06-04 12:55:38+00:00,GairolaYatharth,0,,0.0,0.0,Neutral
161,#ModernTalk Live On “Post Covid Economy &amp; Sustainability- Kulhad Economy” Speaker: Shri Ajay Chaturvedi (Entrepreneur |Author|TEDx Speaker|BitsPilani| #moderngroupofinstitutions #Indore #pharmacy #management… https://www.instagram.com/p/CBAu6mXlKN3/?igshid=1xx5nyezpp03l,2020-06-04 11:26:52+00:00,drpunitofficial,0,#ModernTalk #moderngroupofinstitutions #Indore #pharmacy #management,0.0,0.0,Neutral
162,*Caption* HCL TechBee is an early career program offering higher education from reputed institutes like BITS Pilani &amp; SASTRA University while you work at HCL. Visit http://hcltechbee.com to know more. #HCL #HCLTSS #HCLTechBee #HCLTechnologies #Students #School #IWillBe,2020-06-04 08:34:55+00:00,viralChotai1,0,#HCL #HCLTSS #HCLTechBee #HCLTechnologies #Students #School #IWillBe,0.0,0.3612,Positive
163,HCL TechBee is an early career program offering higher education from reputed institutes like BITS Pilani &amp; SASTRA University while you work at HCL Visit http://hcltechbee.com to know more #HCL #HCLTSS #HCLTechBee #HCLTechnologies #Students #School #IWillBe #Technologies,2020-06-04 07:49:30+00:00,ashika_anil,0,#HCL #HCLTSS #HCLTechBee #HCLTechnologies #Students #School #IWillBe #Technologies,0.0,0.3612,Positive
164,HCL TechBee is an early career program offering higher education from reputed institutes like BITS Pilani &amp; SASTRA University while you work at HCL. Visit http://hcltechbee.com to know more.,2020-06-04 07:32:06+00:00,SuyashDGandhi,0,,0.0,0.3612,Positive
165,HCL TechBee is an early career program offering higher education from reputed institutes like BITS Pilani &amp; SASTRA University while you work at HCL. Visit http://hcltechbee.com to know more. #HCLTSS #Students #School #Technologies #12thCBSE #StartEarly #Graduation #TechBee,2020-06-04 07:23:03+00:00,DipanshiTiwari6,0,#HCLTSS #Students #School #Technologies #12thCBSE #StartEarly #Graduation #TechBee,0.0,0.3612,Positive
166,HCL TechBee is an early career program offering higher education from reputed institutes like BITS Pilani &amp; SASTRA University while you work at HCL. Visit http://hcltechbee.com to know more. #HCL #HCLTSS #HCLTechBee #HCLTechnologies #Students,2020-06-04 07:15:13+00:00,Utkarsh28091,0,#HCL #HCLTSS #HCLTechBee #HCLTechnologies #Students,0.0,0.3612,Positive
