,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
34,34,Indian-Institute-of-Technology-Madras-IITM,"Recently IIT Madras has launched an online degree program on data science and programming, so if I want to become a data scientist is it worth to do this course or do some private certification course on data science and programming?",39,2,39/2,Yes,Followed,2020-07-14,https://www.quora.com/Recently-IIT-Madras-has-launched-an-online-degree-program-on-data-science-and-programming-so-if-I-want-to-become-a-data-scientist-is-it-worth-to-do-this-course-or-do-some-private-certification-course-on-data-science,No point doing any course as all the Institutes are just minting money based on a field that has ever so slightly improved in India. My suggestion is that you should start studying on your own. Choose a mentor! You would save tons of money too. ,0.6572,Positive,5,0.4482758620689655,1,5
35,35,Indian-Institute-of-Technology-Madras-IITM,"Recently IIT Madras has launched an online degree program on data science and programming, so if I want to become a data scientist is it worth to do this course or do some private certification course on data science and programming?",39,2,39/2,Yes,Followed,2020-07-14,https://www.quora.com/Recently-IIT-Madras-has-launched-an-online-degree-program-on-data-science-and-programming-so-if-I-want-to-become-a-data-scientist-is-it-worth-to-do-this-course-or-do-some-private-certification-course-on-data-science,It's is better to go with iit because you will get alumni status after completion and you will get world class instructors. That degree is equivalent to regular as per iit guidelines and also you will get flexibility to drop in foundation and diploma ,0.4939,Positive,4,0.4482758620689655,1,5
36,36,Indian-Institute-of-Technology-Madras-IITM,"How is environmental engineering in IIT-B, IITM, and IITD?",2,2,2/2,No,Followed,2020-07-11,https://www.quora.com/How-is-environmental-engineering-in-IIT-B-IITM-and-IITD,"A scam. Since I have been researching about engineering-education-scam in India, hence I can accurately answer this question. There is NO demand of any environmental engineering degree holders in the industry and such engineering branches should not be taught in India. Also, civil/structural engineering has died in 2020 and nothing would happen to India and the world if no more such degree holders are produced from any Indian engineering colleges. Civil/Structural Engineering has been eaten away by computer engineering research. Praveen Kumar Singh's answer to Do IITs have good placement records fo Continue ReadingA scam. Since I have been researching about engineering-education-scam in India, hence I can accurately answer this question. There is NO demand of any environmental engineering degree holders in the industry and such engineering branches should not be taught in India. Also, civil/structural engineering has died in 2020 and nothing would happen to India and the world if no more such degree holders are produced from any Indian engineering colleges. Civil/Structural Engineering has been eaten away by computer engineering research. Praveen Kumar Singh's answer to Do IITs have good placement records for M.Tech students? I have solved the education and unemployment problem for Indian youth through my research over Indian engineering education system: Praveen Kumar Singh's answer to How can I apply for abroad jobs? Which consultancy in India provides such platform? ",-0.9582,Negative,1,0.022988505747126436,1,1
37,37,Indian-Institute-of-Technology-Madras-IITM,"How is environmental engineering in IIT-B, IITM, and IITD?",2,2,2/2,No,Followed,2020-07-11,https://www.quora.com/How-is-environmental-engineering-in-IIT-B-IITM-and-IITD,"Any degree from any of the IIT is considered prestigious and the environmental engineers will have a great demand in comming future . The scope of this degree is abroad in todays scenario but in India , many job vacancies will be created in comming future . Thanks:) ",0.8248,Positive,5,0.022988505747126436,1,5
38,38,Indian-Institute-of-Technology-Madras-IITM,Will there be any change in value of IIT Madras Alumni tag as many people will graduate from the IIT M Online degree?,2,1,2/1,No,Followed,2020-07-09,https://www.quora.com/Will-there-be-any-change-in-value-of-IIT-Madras-Alumni-tag-as-many-people-will-graduate-from-the-IIT-M-Online-degree,Value has been decreasing since 2000 because number of seats keep on increasing but demands for engineers keep on decreasing so you can forecast that it will go down further by this programme. But it's a good opportunity for learning data science and programming which will definitely help you in your career as this field is new and demanding everywhere. ,0.9343,Positive,5,0.022988505747126436,1,5
39,39,Indian-Institute-of-Technology-Madras-IITM,I currently work in an IT company. I have experience of 2years as technical support engineer. I have always had interest in development side. How worthy or beneficial is to join online diploma course for programming and data science by IIT-Madras?,2,1,2/1,No,Followed,2020-07-09,https://www.quora.com/I-currently-work-in-an-IT-company-I-have-experience-of-2years-as-technical-support-engineer-I-have-always-had-interest-in-development-side-How-worthy-or-beneficial-is-to-join-online-diploma-course-for-programming,"Thanks for A2A Indu… Since its the first time this type of course has been started in IIT Madras, you might have to give it sometime to understand how the course is and become somewhat matured... sometimes, first time there would be too many trials and errors and would get corrected in the subsequent batches. Even though the course content, seems to be reasonable coming to a conclusion just based on the advertisement would be a slight risk in my view.. but you can take an informed decision on how to move forward on this… ",-0.0396,Neutral,3,0.022988505747126436,1,3
40,40,Indian-Institute-of-Technology-Madras-IITM,What are the few keypoints one should know about online Bsc course in Data sciences started by IIT Madras? Will the university also provide placement? Can non technical graduates get into and survive this course?,5,1,5/1,Yes,Followed,2020-07-08,https://www.quora.com/What-are-the-few-keypoints-one-should-know-about-online-Bsc-course-in-Data-sciences-started-by-IIT-Madras-Will-the-university-also-provide-placement-Can-non-technical-graduates-get-into-and-survive-this-course,It is a scam. Stay away. The teachers of all the Indian engineering colleges are trying hard to keep themselves employable by trying to teach research. Research is NOT taught anywhere in the world. Research professionals seek expert opinions to progress ahead in the research. Since NO Indian educational institution employs any Data Science professional hence they would keep playing such scams with Indian youth. Rest here: Praveen Kumar Singh's answer to Is there any future in data science? Is getting a degree of data science from IIT Madras actually helpful? Will it help in the future in any way? ,-0.5062,Negative,2,0.05747126436781609,1,1
41,41,Indian-Institute-of-Technology-Madras-IITM,Is it worth joining a data science BSc course at IIT Madras?,2,1,2/1,No,Followed,2020-07-10,https://www.quora.com/Is-it-worth-joining-a-data-science-BSc-course-at-IIT-Madras,It's is better to go with iit because you will get alumni status after completion and you will get world class instructors. That degree is equivalent to regular as per iit guidelines and also you will get flexibility to drop in foundation and diploma ,0.4939,Positive,4,0.022988505747126436,1,5
42,42,Indian-Institute-of-Technology-Madras-IITM,Does the online BSc program by IIT Madras have the bragging rights of an IIT tag?,1,1,1/1,No,Followed,2020-07-08,https://www.quora.com/Does-the-online-BSc-program-by-IIT-Madras-have-the-bragging-rights-of-an-IIT-tag,"Nah! Even Mtech and Phd don't have bragging rights as that of Btech, forget about Bsc that too even without qualifying JEE. ",-0.3802,Negative,2,0.011494252873563218,0,2
43,43,Indian-Institute-of-Technology-Madras-IITM,Is there any entrance exam for IIT Madras online degree bsc programming and data science?,1,1,1/1,No,Followed,2020-07-07,https://www.quora.com/Is-there-any-entrance-exam-for-IIT-Madras-online-degree-bsc-programming-and-data-science,No No entrance but there are certain passing criteria for getting certificate at the end of the course ,0.4756,Positive,4,0.011494252873563218,0,4
44,44,Indian-Institute-of-Technology-Madras-IITM,What are my career prospects if I join mtech geotechnical engineering at IIT Madras. Sir please guide and tell whether it is worth doing or not?,1,3,1/3,No,Followed,2020-07-07,https://www.quora.com/What-are-my-career-prospects-if-I-join-mtech-geotechnical-engineering-at-IIT-Madras-Sir-please-guide-and-tell-whether-it-is-worth-doing-or-not,"No Doubt you are on the right track in building your career .”Selecting IIT Madras” is one of the key decisions that will change will your future. Doing post-graduation from these IITs especially IIT Madras will definitely helpful for you to learn so many skills apart from your curriculum. After your post-graduation from IIT Madras, you will be having the following opportunities in your hand. (1) If you are interested in joining private sectors, many MNCs will come and recruit you if you sit for placements. (2) If you are interested in the research side, professors will help you to get into rese Continue ReadingNo Doubt you are on the right track in building your career .”Selecting IIT Madras” is one of the key decisions that will change will your future. Doing post-graduation from these IITs especially IIT Madras will definitely helpful for you to learn so many skills apart from your curriculum. After your post-graduation from IIT Madras, you will be having the following opportunities in your hand. (1) If you are interested in joining private sectors, many MNCs will come and recruit you if you sit for placements. (2) If you are interested in the research side, professors will help you to get into research organizations like ISRO, DRDO, and many more central government organizations. (3)If you want to do a PhD there only then you can enroll Ph.D. after your post-graduation. ——————Finally your future will be safe—————————————- ",0.9893,Positive,5,0.011494252873563218,0,5
